age,work
51,sans_activite
26,conducteur
70,ecolier
54,ecolier
76,conducteur
65,sans_activite
27,ouvrier
72,agriculteur
65,ouvrier
88,commercant
18,commercant
18,ecolier
77,retraite
60,ecolier
38,employe_prive
80,sans_activite
28,employe_prive
21,conducteur
30,commercant
21,conducteur
10,enseignant
72,employe_prive
11,commercant
77,sans_activite
74,ouvrier_batiment
32,conducteur
17,ouvrier
65,agriculteur
92,ouvrier_batiment
71,conducteur
73,retraite
18,sans_activite
29,retraite
52,ouvrier
66,ouvrier_batiment
8,retraite
22,employe_prive
18,ouvrier_batiment
69,ouvrier_agricole
9,ouvrier
39,militaire
41,militaire
30,militaire
30,sans_activite
97,commercant
19,militaire
100,retraite
26,conducteur
28,sans_activite
25,agriculteur
93,agriculteur
79,ouvrier_batiment
18,agriculteur
29,enseignant
34,sans_activite
19,artisant
39,commercant
62,retraite
25,retraite
75,agriculteur
18,retraite
19,agriculteur
26,commercant
28,ouvrier_agricole
40,ecolier
28,retraite
60,ouvrier_agricole
79,sans_activite
38,commercant
42,ouvrier_agricole
59,sans_activite
16,artisant
3,ouvrier_agricole
25,artisant
12,commercant
78,enseignant
76,enseignant
77,agriculteur
16,sans_activite
80,ouvrier_agricole
49,employe_prive
9,ouvrier
24,ouvrier_agricole
79,ouvrier_agricole
7,artisant
40,ouvrier_agricole
19,ouvrier_batiment
16,ouvrier
71,artisant
76,artisant
65,agriculteur
87,conducteur
21,ouvrier_agricole
76,conducteur
100,conducteur
78,ouvrier
81,agriculteur
0,enseignant
92,agriculteur
63,sans_activite
23,sans_activite
21,ouvrier
99,employe_prive
27,ecolier
78,sans_activite
30,sans_activite
52,agriculteur
18,ouvrier_agricole
37,ecolier
13,sans_activite
19,militaire
28,retraite
18,ouvrier_agricole
21,militaire
67,retraite
64,ouvrier_agricole
24,ouvrier_batiment
18,artisant
24,ouvrier_batiment
1,ouvrier_agricole
22,agriculteur
15,enseignant
51,employe_prive
59,sans_activite
63,ecolier
2,conducteur
28,agriculteur
56,agriculteur
75,artisant
20,commercant
17,agriculteur
88,agriculteur
12,conducteur
17,militaire
21,ouvrier
16,retraite
18,sans_activite
14,conducteur
78,sans_activite
52,enseignant
28,militaire
65,sans_activite
65,retraite
26,employe_prive
94,retraite
56,enseignant
60,ouvrier_batiment
22,employe_prive
23,ouvrier_batiment
57,ouvrier
81,sans_activite
8,ouvrier_batiment
19,enseignant
64,militaire
21,ouvrier_agricole
0,agriculteur
76,enseignant
26,ouvrier
2,ouvrier_agricole
24,ouvrier
79,ecolier
2,agriculteur
40,enseignant
29,militaire
53,conducteur
29,agriculteur
65,artisant
56,conducteur
14,agriculteur
27,militaire
62,employe_prive
65,commercant
50,retraite
22,militaire
15,retraite
50,ouvrier_agricole
65,militaire
76,conducteur
100,ouvrier_batiment
88,enseignant
83,ouvrier_agricole
23,employe_prive
19,sans_activite
40,enseignant
39,employe_prive
71,retraite
52,ecolier
49,enseignant
76,agriculteur
0,militaire
19,militaire
55,retraite
59,artisant
24,agriculteur
26,conducteur
21,ouvrier
59,ecolier
21,militaire
51,ouvrier_batiment
16,retraite
77,commercant
18,enseignant
73,agriculteur
28,sans_activite
48,ecolier
24,militaire
51,enseignant
29,artisant
95,ouvrier
23,enseignant
28,employe_prive
30,ouvrier
25,enseignant
29,agriculteur
57,ecolier
15,ouvrier_batiment
26,sans_activite
46,sans_activite
29,employe_prive
91,conducteur
49,enseignant
77,ecolier
17,ouvrier_agricole
79,ecolier
75,commercant
58,agriculteur
28,retraite
78,commercant
23,ouvrier_agricole
67,enseignant
83,commercant
85,enseignant
4,artisant
17,enseignant
63,conducteur
59,agriculteur
21,ecolier
18,conducteur
67,enseignant
66,employe_prive
52,employe_prive
79,conducteur
25,ouvrier
49,militaire
23,sans_activite
36,agriculteur
24,militaire
47,artisant
43,retraite
25,ouvrier
58,ecolier
8,conducteur
78,ouvrier
20,ecolier
6,sans_activite
70,retraite
66,artisant
37,employe_prive
50,militaire
70,ecolier
26,conducteur
69,ouvrier
55,artisant
18,conducteur
54,enseignant
16,ecolier
16,ouvrier
78,retraite
26,ecolier
33,retraite
7,ouvrier_batiment
44,commercant
33,conducteur
32,militaire
52,enseignant
21,sans_activite
37,ecolier
46,militaire
20,artisant
18,sans_activite
67,commercant
18,ouvrier
79,enseignant
76,enseignant
11,militaire
8,agriculteur
79,ouvrier_batiment
54,employe_prive
43,employe_prive
28,ouvrier
31,ouvrier_batiment
62,employe_prive
77,sans_activite
26,retraite
18,employe_prive
14,commercant
76,agriculteur
75,artisant
27,enseignant
38,sans_activite
53,ouvrier
22,ouvrier
43,conducteur
59,retraite
81,retraite
3,enseignant
55,employe_prive
14,militaire
26,ouvrier
10,retraite
93,employe_prive
40,agriculteur
11,ecolier
67,militaire
75,enseignant
23,ouvrier_batiment
94,sans_activite
15,retraite
96,enseignant
66,militaire
72,militaire
23,sans_activite
60,retraite
22,conducteur
25,sans_activite
10,conducteur
28,commercant
27,artisant
79,commercant
62,ouvrier_batiment
56,sans_activite
65,enseignant
60,agriculteur
6,conducteur
57,retraite
29,enseignant
89,employe_prive
94,retraite
19,sans_activite
62,commercant
7,ouvrier_agricole
78,ecolier
53,commercant
2,conducteur
58,ouvrier_batiment
64,ouvrier
81,artisant
18,artisant
80,agriculteur
49,enseignant
5,agriculteur
96,militaire
40,ouvrier_batiment
21,ecolier
22,artisant
59,ouvrier_agricole
51,ouvrier_batiment
74,ouvrier
22,retraite
9,agriculteur
55,ouvrier_agricole
50,ecolier
27,sans_activite
17,militaire
24,enseignant
71,ouvrier_batiment
22,artisant
4,retraite
22,ouvrier
68,artisant
27,retraite
28,employe_prive
58,ouvrier
69,conducteur
7,enseignant
23,conducteur
16,artisant
30,agriculteur
60,ecolier
15,ouvrier_agricole
20,retraite
26,ouvrier
8,conducteur
59,commercant
89,ouvrier
26,enseignant
80,ecolier
13,militaire
51,sans_activite
65,commercant
31,commercant
54,artisant
30,ouvrier_agricole
76,ouvrier_agricole
25,employe_prive
19,commercant
92,conducteur
26,enseignant
22,agriculteur
19,militaire
71,retraite
76,artisant
6,conducteur
41,ouvrier_batiment
52,artisant
30,employe_prive
85,militaire
5,commercant
80,enseignant
5,artisant
87,ecolier
29,employe_prive
24,enseignant
3,commercant
13,commercant
16,ouvrier_batiment
82,conducteur
81,conducteur
15,ouvrier_agricole
79,ouvrier_agricole
28,agriculteur
41,agriculteur
26,ouvrier
73,agriculteur
58,artisant
96,artisant
5,ecolier
26,commercant
24,militaire
29,ouvrier
16,employe_prive
41,ouvrier_batiment
53,conducteur
30,commercant
15,ouvrier_batiment
9,conducteur
26,ouvrier_agricole
67,ouvrier_agricole
81,employe_prive
58,enseignant
65,sans_activite
78,militaire
23,agriculteur
46,sans_activite
17,employe_prive
58,conducteur
19,agriculteur
10,employe_prive
16,conducteur
76,ecolier
60,conducteur
24,ouvrier_batiment
5,ouvrier
30,employe_prive
67,ouvrier_batiment
44,sans_activite
3,ouvrier_batiment
90,artisant
53,employe_prive
33,artisant
34,commercant
50,enseignant
18,artisant
38,commercant
86,enseignant
85,ouvrier_agricole
29,ouvrier_batiment
44,conducteur
32,sans_activite
59,ouvrier_batiment
25,ouvrier
26,ouvrier
0,agriculteur
28,enseignant
22,sans_activite
43,conducteur
62,conducteur
53,ecolier
23,sans_activite
25,employe_prive
66,ouvrier_agricole
26,conducteur
3,ouvrier
17,militaire
76,enseignant
27,artisant
27,agriculteur
74,ouvrier_agricole
60,militaire
41,militaire
80,retraite
90,retraite
21,employe_prive
30,commercant
21,ouvrier_agricole
95,ouvrier_batiment
2,retraite
76,employe_prive
90,ouvrier_batiment
77,conducteur
79,conducteur
43,sans_activite
29,ouvrier
35,retraite
40,employe_prive
2,sans_activite
27,sans_activite
60,agriculteur
32,ouvrier_agricole
30,sans_activite
30,retraite
67,militaire
5,employe_prive
28,employe_prive
0,militaire
49,enseignant
45,ouvrier
53,employe_prive
53,conducteur
92,sans_activite
78,retraite
49,ouvrier
35,sans_activite
82,enseignant
20,militaire
78,sans_activite
95,ouvrier
91,enseignant
80,enseignant
85,militaire
64,ecolier
1,sans_activite
61,conducteur
93,employe_prive
17,retraite
21,ouvrier_agricole
58,militaire
20,agriculteur
36,retraite
76,employe_prive
46,employe_prive
20,artisant
15,militaire
29,ouvrier_batiment
84,ouvrier
77,artisant
58,ouvrier_batiment
29,ouvrier_batiment
80,enseignant
83,agriculteur
24,ecolier
50,ouvrier_batiment
80,sans_activite
58,militaire
51,retraite
99,agriculteur
18,militaire
65,militaire
77,commercant
67,retraite
40,ouvrier_agricole
24,enseignant
17,enseignant
29,retraite
55,commercant
19,commercant
79,ecolier
17,ouvrier_batiment
23,ouvrier_agricole
52,commercant
20,retraite
18,sans_activite
39,agriculteur
39,ecolier
7,agriculteur
14,conducteur
44,militaire
57,ouvrier_batiment
72,ecolier
80,conducteur
64,enseignant
78,employe_prive
77,ouvrier
47,conducteur
4,ecolier
11,enseignant
26,ouvrier_agricole
90,agriculteur
16,militaire
76,employe_prive
16,militaire
80,sans_activite
61,ouvrier_batiment
91,sans_activite
78,ouvrier
29,artisant
14,conducteur
78,sans_activite
79,enseignant
52,employe_prive
74,commercant
21,ecolier
26,retraite
64,commercant
52,conducteur
25,retraite
59,ouvrier_agricole
24,ecolier
80,ecolier
30,ouvrier
26,ouvrier_agricole
21,enseignant
32,ouvrier_agricole
55,commercant
74,artisant
17,employe_prive
54,agriculteur
83,militaire
98,artisant
41,retraite
26,retraite
76,ecolier
25,ecolier
76,conducteur
56,agriculteur
53,agriculteur
80,employe_prive
17,conducteur
54,sans_activite
27,ouvrier
40,sans_activite
21,commercant
62,agriculteur
39,commercant
34,ecolier
18,employe_prive
21,enseignant
28,agriculteur
82,ouvrier
18,ouvrier
76,enseignant
68,enseignant
75,militaire
66,militaire
56,ouvrier_batiment
63,retraite
78,employe_prive
38,militaire
8,ouvrier
23,commercant
38,militaire
71,employe_prive
22,conducteur
76,agriculteur
2,ouvrier
24,ouvrier_agricole
77,commercant
55,militaire
13,artisant
12,enseignant
61,sans_activite
29,employe_prive
90,employe_prive
21,ouvrier_batiment
74,artisant
91,agriculteur
3,artisant
58,enseignant
7,ouvrier_batiment
77,enseignant
93,enseignant
99,agriculteur
51,employe_prive
22,retraite
45,conducteur
30,sans_activite
66,ecolier
61,commercant
27,ouvrier_agricole
82,artisant
29,artisant
23,ouvrier_batiment
59,artisant
77,ecolier
79,employe_prive
45,employe_prive
28,employe_prive
89,artisant
27,retraite
70,militaire
72,artisant
16,ouvrier_batiment
22,ouvrier
26,ouvrier_batiment
6,ecolier
26,sans_activite
32,ouvrier_agricole
32,ouvrier_agricole
72,militaire
14,ecolier
80,retraite
24,ouvrier_agricole
21,enseignant
74,ecolier
11,ouvrier_agricole
74,employe_prive
12,ouvrier_agricole
7,artisant
16,sans_activite
77,retraite
26,sans_activite
76,commercant
12,commercant
6,enseignant
52,militaire
91,ecolier
69,artisant
79,ecolier
78,conducteur
16,retraite
21,sans_activite
30,conducteur
68,enseignant
27,agriculteur
67,employe_prive
76,ouvrier_batiment
31,ecolier
26,employe_prive
19,employe_prive
88,employe_prive
30,enseignant
24,artisant
77,ouvrier_batiment
92,commercant
52,conducteur
17,ouvrier_agricole
76,sans_activite
65,ecolier
42,enseignant
77,employe_prive
62,ecolier
9,enseignant
81,commercant
78,ouvrier_agricole
8,sans_activite
27,militaire
59,ecolier
16,employe_prive
1,ecolier
76,ouvrier_agricole
50,ouvrier
62,sans_activite
21,conducteur
39,employe_prive
28,militaire
60,artisant
72,employe_prive
78,ouvrier_batiment
21,ouvrier_batiment
25,ecolier
54,artisant
67,employe_prive
84,retraite
54,enseignant
70,ouvrier_batiment
21,employe_prive
22,ecolier
79,ouvrier_agricole
53,commercant
25,sans_activite
45,retraite
23,ouvrier_agricole
26,sans_activite
57,ouvrier_batiment
80,ouvrier_agricole
4,ouvrier
77,conducteur
27,employe_prive
20,ouvrier_agricole
83,employe_prive
61,artisant
47,ouvrier
49,artisant
92,sans_activite
17,militaire
41,employe_prive
62,ouvrier_agricole
30,sans_activite
13,retraite
93,militaire
98,militaire
32,ecolier
28,ouvrier_batiment
61,enseignant
72,ouvrier
19,retraite
41,militaire
25,retraite
64,ecolier
32,sans_activite
83,conducteur
9,ecolier
28,ouvrier_agricole
22,commercant
17,commercant
71,artisant
37,sans_activite
73,ouvrier
17,artisant
17,commercant
20,artisant
79,commercant
23,ouvrier_batiment
83,artisant
80,artisant
59,sans_activite
88,artisant
32,sans_activite
33,sans_activite
98,commercant
37,ouvrier_batiment
35,commercant
79,ecolier
89,artisant
97,employe_prive
71,ouvrier
56,artisant
53,sans_activite
34,ouvrier_agricole
25,ouvrier_batiment
54,agriculteur
54,militaire
94,retraite
37,conducteur
95,ouvrier
93,enseignant
48,commercant
17,ouvrier
80,commercant
85,ouvrier_batiment
80,sans_activite
28,sans_activite
78,ouvrier
25,conducteur
28,ouvrier_agricole
32,commercant
29,sans_activite
42,ouvrier
17,enseignant
51,ouvrier_batiment
79,commercant
17,enseignant
51,enseignant
43,ouvrier
47,sans_activite
23,militaire
22,conducteur
81,ouvrier_agricole
23,commercant
56,retraite
70,ecolier
76,sans_activite
81,retraite
16,employe_prive
19,ouvrier_batiment
70,artisant
46,employe_prive
23,ouvrier
26,ecolier
40,artisant
87,artisant
85,enseignant
29,employe_prive
23,retraite
16,ouvrier_agricole
7,artisant
59,retraite
41,retraite
58,commercant
60,militaire
99,employe_prive
97,agriculteur
21,agriculteur
33,ouvrier_agricole
74,sans_activite
31,ouvrier
98,employe_prive
18,commercant
22,artisant
70,employe_prive
75,ouvrier_batiment
68,employe_prive
30,enseignant
20,retraite
91,conducteur
8,retraite
70,enseignant
32,ouvrier_batiment
70,commercant
20,militaire
25,conducteur
15,agriculteur
78,retraite
25,ouvrier_batiment
99,enseignant
57,ouvrier_batiment
70,artisant
18,commercant
60,ouvrier_agricole
97,artisant
5,sans_activite
26,agriculteur
72,commercant
77,retraite
45,militaire
27,sans_activite
34,ouvrier
96,retraite
30,ouvrier_agricole
5,enseignant
58,agriculteur
22,ouvrier
28,employe_prive
7,commercant
20,ecolier
93,conducteur
53,sans_activite
62,agriculteur
100,ecolier
41,employe_prive
20,ouvrier_agricole
91,ouvrier_batiment
91,ouvrier_batiment
28,ouvrier_agricole
18,ouvrier_agricole
36,sans_activite
29,ouvrier
31,agriculteur
80,sans_activite
34,ouvrier
54,ouvrier
23,enseignant
51,ouvrier
24,ecolier
98,retraite
82,sans_activite
9,conducteur
58,ecolier
20,commercant
24,ouvrier
21,ouvrier_batiment
62,sans_activite
29,enseignant
6,commercant
28,ecolier
6,ouvrier
76,ouvrier_agricole
53,employe_prive
30,artisant
91,commercant
81,artisant
100,militaire
26,ouvrier_batiment
61,ouvrier_batiment
81,militaire
22,commercant
82,militaire
56,sans_activite
73,militaire
81,commercant
76,conducteur
59,conducteur
3,agriculteur
25,conducteur
25,sans_activite
51,enseignant
95,ouvrier
25,conducteur
78,ouvrier_agricole
26,agriculteur
96,agriculteur
56,enseignant
17,ouvrier_agricole
79,commercant
93,ouvrier_agricole
15,artisant
86,ouvrier_agricole
56,ouvrier
100,ouvrier_batiment
76,sans_activite
17,enseignant
59,agriculteur
36,ouvrier_batiment
18,conducteur
76,agriculteur
76,artisant
51,commercant
57,ouvrier_batiment
17,commercant
53,agriculteur
38,ouvrier_agricole
28,agriculteur
23,sans_activite
10,enseignant
3,ouvrier_agricole
44,ecolier
17,agriculteur
49,sans_activite
21,ouvrier_agricole
37,sans_activite
51,artisant
100,ouvrier
18,conducteur
72,sans_activite
17,enseignant
14,ouvrier_batiment
64,enseignant
80,conducteur
27,sans_activite
16,sans_activite
53,retraite
96,agriculteur
43,sans_activite
76,ouvrier_batiment
80,employe_prive
26,artisant
69,retraite
61,employe_prive
38,artisant
26,ecolier
79,commercant
6,employe_prive
77,commercant
25,agriculteur
61,ecolier
19,ouvrier
29,agriculteur
98,enseignant
30,retraite
29,retraite
17,agriculteur
40,ouvrier_batiment
69,enseignant
29,retraite
32,ouvrier_agricole
30,ouvrier
4,ouvrier_agricole
12,employe_prive
96,retraite
21,commercant
97,ouvrier_batiment
10,ouvrier_agricole
29,ouvrier
0,employe_prive
15,enseignant
80,militaire
61,ouvrier
28,employe_prive
7,ecolier
28,sans_activite
5,agriculteur
10,conducteur
76,agriculteur
62,ouvrier_batiment
71,sans_activite
64,ecolier
64,agriculteur
43,agriculteur
14,artisant
76,conducteur
33,enseignant
12,sans_activite
20,employe_prive
76,employe_prive
23,agriculteur
58,enseignant
24,retraite
45,ouvrier
27,conducteur
79,retraite
80,ecolier
1,artisant
63,artisant
16,retraite
87,retraite
22,ouvrier_batiment
70,employe_prive
75,commercant
98,conducteur
4,ouvrier
57,ouvrier_agricole
52,artisant
48,commercant
3,ouvrier_batiment
81,militaire
4,ouvrier_agricole
23,ecolier
52,agriculteur
25,commercant
40,ouvrier
22,ecolier
9,militaire
42,ecolier
57,ecolier
22,agriculteur
100,agriculteur
8,artisant
38,conducteur
80,ouvrier_agricole
54,commercant
80,enseignant
23,sans_activite
29,enseignant
24,ouvrier_agricole
22,ecolier
29,agriculteur
35,retraite
24,ouvrier_agricole
81,employe_prive
66,employe_prive
24,conducteur
19,militaire
45,conducteur
99,enseignant
80,sans_activite
19,employe_prive
52,ecolier
48,ouvrier_agricole
98,agriculteur
34,sans_activite
28,sans_activite
73,agriculteur
44,agriculteur
49,conducteur
59,ouvrier
45,agriculteur
30,employe_prive
52,agriculteur
58,employe_prive
73,artisant
19,ecolier
77,enseignant
56,ouvrier_batiment
97,agriculteur
5,ouvrier
19,retraite
80,employe_prive
38,sans_activite
57,militaire
67,retraite
89,sans_activite
15,ouvrier_agricole
26,agriculteur
54,ouvrier_batiment
2,ouvrier_batiment
44,ouvrier_batiment
26,agriculteur
31,ouvrier
46,ouvrier
15,employe_prive
20,agriculteur
17,ouvrier_agricole
73,militaire
51,enseignant
80,enseignant
86,employe_prive
59,militaire
59,ouvrier
28,ouvrier_agricole
12,ouvrier_agricole
35,commercant
44,ouvrier_agricole
43,commercant
85,retraite
24,conducteur
36,agriculteur
28,employe_prive
25,ouvrier_batiment
22,militaire
72,artisant
63,conducteur
29,ecolier
23,militaire
26,enseignant
63,ouvrier_batiment
27,artisant
69,conducteur
80,agriculteur
99,ecolier
21,commercant
39,ouvrier_agricole
17,commercant
20,agriculteur
77,ouvrier
24,enseignant
49,ecolier
13,enseignant
88,sans_activite
28,ouvrier_batiment
6,conducteur
74,agriculteur
26,employe_prive
43,employe_prive
68,retraite
21,conducteur
27,employe_prive
12,enseignant
22,agriculteur
24,ouvrier_batiment
84,ecolier
14,enseignant
20,sans_activite
100,ouvrier_agricole
58,agriculteur
79,artisant
80,artisant
20,sans_activite
63,commercant
31,ouvrier_agricole
22,ouvrier_agricole
58,agriculteur
16,militaire
52,militaire
17,retraite
71,retraite
90,ouvrier_agricole
84,ouvrier
24,agriculteur
26,agriculteur
17,ouvrier_agricole
18,agriculteur
23,enseignant
47,employe_prive
22,ouvrier_batiment
59,employe_prive
87,sans_activite
80,militaire
8,employe_prive
60,enseignant
2,ouvrier_batiment
16,ouvrier
76,ouvrier_batiment
83,ouvrier_agricole
58,commercant
60,sans_activite
91,ecolier
16,ouvrier_agricole
71,employe_prive
86,commercant
29,employe_prive
35,employe_prive
23,ecolier
26,commercant
52,artisant
30,sans_activite
40,ecolier
75,employe_prive
73,retraite
79,retraite
27,enseignant
95,artisant
58,ouvrier
1,ecolier
84,sans_activite
63,ouvrier
50,commercant
48,militaire
74,commercant
29,employe_prive
3,agriculteur
3,sans_activite
54,ecolier
23,artisant
15,ouvrier
51,ouvrier_agricole
78,commercant
79,retraite
